Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc), Year
42,May 15,@,SFG,"L,3-4",35,32,3,5,2,0,0,2,3,0,11,0,0,0,2,0,0,1,.218,.285,.358,.643,5,15,R,S.Anderson (55),2019
43,May 16,@,CHW,"L,2-4",34,29,2,2,0,0,1,1,4,1,3,0,1,0,1,0,2,0,.215,.283,.354,.637,5,9,R,D.Covey (58),2019
44,May 17,@,CHW,"W,10-2",47,40,10,15,4,0,3,9,6,0,7,0,0,1,0,1,0,0,.219,.288,.364,.652,10,10,R,I.Nova (6),2019
45,May 18,@,CHW,"L,1-4",19,17,1,3,1,0,0,1,2,0,4,0,0,0,0,1,0,0,.219,.287,.362,.650,3,9,R,L.Giolito (59),2019
46,May 19,@,CHW,"W,5-2",37,35,5,8,0,0,3,5,2,0,4,0,0,0,1,1,0,0,.219,.287,.365,.652,5,9,R,R.Lopez (59),2019
47,May 20,,BOS,"L,2-12",32,31,2,3,0,0,1,2,1,0,10,0,0,0,1,0,0,0,.217,.284,.362,.646,3,9,L,D.Price (61),2019
48,May 21,,BOS,"W,10-3",40,34,10,11,1,0,3,10,5,0,10,1,0,0,0,0,0,0,.219,.287,.367,.654,6,9,L,E.Rodriguez (33),2019
49,May 22,,BOS,"L,5-6",53,50,5,11,3,0,3,5,3,1,13,0,0,0,0,0,0,0,.219,.286,.370,.657,9,12,R,R.Porcello (66),2019
50,May 23,,BOS,"L,2-8",33,32,2,5,3,0,1,2,0,0,6,1,0,0,0,0,0,0,.218,.285,.370,.654,4,10,R,R.Weber (66),2019
51,May 24,,SDP,"L,3-6",32,30,3,3,0,0,2,3,1,0,13,1,0,0,0,0,0,0,.216,.282,.368,.651,2,9,L,J.Lucchesi (66),2019
52,May 25,,SDP,"L,4-19",32,30,4,4,0,0,2,4,2,0,12,0,0,0,0,1,0,0,.214,.281,.368,.649,1,10,R,C.Quantrill (63),2019
53,May 26,,SDP,"W,10-1",41,40,10,17,3,0,4,10,1,0,10,0,0,0,0,1,0,0,.219,.284,.378,.662,7,9,L,R.Erlin (47),2019
54,May 27,@,TBR,"L,3-8",35,30,3,4,1,0,2,3,5,0,11,0,0,0,0,1,0,0,.218,.284,.378,.661,5,9,R,Y.Chirinos (72),2019
55,May 28,@,TBR,"L,1-3",35,32,1,6,2,0,0,1,2,0,5,0,0,1,0,0,0,0,.217,.283,.375,.658,7,9,R,R.Stanek (54),2019
56,May 29,@,TBR,"L,3-4",47,42,3,12,3,0,1,3,5,0,9,0,0,0,0,1,1,1,.219,.284,.376,.661,11,11,L,B.Snell (55),2019
57,May 31,@,COL,"L,6-13",41,34,6,11,2,0,2,6,5,0,9,0,0,2,0,2,0,0,.220,.287,.380,.666,8,14,R,G.Marquez (61),2019
2019
58,Jun 1,@,COL,"L,2-4",35,32,2,4,2,0,1,2,3,0,9,0,0,0,1,0,2,0,.219,.285,.378,.663,6,12,R,J.Gray (74),2019
59,Jun 2,@,COL,"L,1-5",37,33,1,6,0,0,0,1,4,0,8,0,0,0,0,1,0,0,.218,.285,.375,.660,9,13,R,A.Senzatela (61),2019
60,Jun 4,,NYY,"W,4-3",34,31,4,8,1,0,2,4,2,0,5,1,0,0,0,1,1,0,.219,.285,.377,.662,6,10,R,M.Tanaka (44),2019
61,Jun 5,,NYY,"W,11-7",42,35,11,10,2,0,4,10,6,0,7,1,0,0,1,0,1,0,.220,.288,.382,.670,7,11,L,J.Paxton (43),2019
62,Jun 6,,NYY,"L,2-6",34,34,2,8,1,0,1,1,0,0,4,0,0,0,1,2,0,0,.220,.287,.381,.668,5,9,L,J.Happ (69),2019
63,Jun 7,,ARI,"L,2-8",33,31,2,5,0,0,1,1,2,0,4,0,0,0,0,1,0,0,.219,.286,.380,.665,4,9,R,M.Kelly (68),2019
64,Jun 8,,ARI,"L,0-6",34,31,0,5,0,1,0,0,3,0,11,0,0,0,0,0,0,0,.219,.285,.377,.662,7,9,R,Z.Greinke (69),2019
65,Jun 9,,ARI,"L,2-8",35,34,2,7,3,0,1,2,1,0,13,0,0,0,0,0,0,0,.218,.284,.377,.662,6,9,L,R.Ray (65),2019
66,Jun 11,@,BAL,"L,2-4",35,31,2,5,1,0,1,2,4,0,13,0,0,0,0,1,0,0,.218,.284,.376,.660,6,9,L,J.Means (59),2019
67,Jun 12,@,BAL,"W,8-6",44,38,8,10,3,0,1,7,6,0,9,0,0,0,1,0,2,0,.218,.285,.377,.662,9,9,R,D.Hess (43),2019
68,Jun 13,@,BAL,"W,12-3",47,42,12,17,3,0,3,12,4,0,4,0,0,1,0,1,0,0,.222,.288,.383,.671,8,10,R,G.Ynoa (42),2019
69,Jun 14,@,HOU,"L,2-15",35,32,2,5,1,0,0,2,2,0,13,1,0,0,0,0,0,0,.221,.288,.380,.668,6,10,R,G.Cole (66),2019
70,Jun 15,@,HOU,"L,2-7",34,31,2,6,0,0,0,2,2,0,10,0,0,1,0,2,1,0,.221,.287,.378,.664,5,9,L,F.Valdez (62),2019
71,Jun 16,@,HOU,"W,12-0",45,40,12,14,3,1,5,12,4,0,6,0,0,1,0,0,0,0,.223,.289,.385,.674,6,9,R,B.Peacock (43),2019
72,Jun 17,,LAA,"L,5-10",37,34,5,8,0,0,3,5,3,0,8,0,0,0,1,2,0,0,.223,.289,.387,.676,5,10,R,L.Garcia (48),2019
73,Jun 18,,LAA,"L,1-3",29,29,1,3,0,0,1,1,0,0,8,0,0,0,1,0,0,0,.221,.287,.385,.672,1,9,L,T.Skaggs (74),2019
74,Jun 19,,LAA,"L,6-11",40,33,6,6,2,0,2,6,7,0,9,0,0,0,0,0,0,0,.221,.287,.385,.673,7,9,L,A.Heaney (31),2019
75,Jun 20,,LAA,"W,7-5",43,36,7,12,3,0,4,7,6,0,12,0,0,1,0,1,0,1,.223,.289,.391,.680,9,10,L,J.Suarez (34),2019
76,Jun 21,@,BOS,"L,5-7",46,40,5,11,0,0,1,5,5,1,15,1,0,0,1,2,2,0,.223,.291,.390,.681,11,12,L,C.Sale (45),2019
77,Jun 22,@,BOS,"W,8-7",42,37,8,10,0,0,2,6,5,0,12,0,0,0,0,0,0,0,.224,.292,.391,.682,7,11,L,B.Johnson (61),2019
78,Jun 23,@,BOS,"W,6-1",41,36,6,10,4,0,1,5,5,1,6,0,0,0,0,1,0,0,.225,.293,.392,.685,8,10,R,R.Porcello (34),2019
79,Jun 24,@,NYY,"L,8-10",43,40,8,14,3,0,2,8,2,0,14,0,0,1,1,0,2,1,.227,.294,.395,.689,8,9,L,C.Sabathia (59),2019
80,Jun 25,@,NYY,"L,3-4",35,33,3,7,2,0,0,3,0,0,12,0,0,1,0,0,0,0,.226,.293,.393,.686,5,9,R,C.Green (54),2019
81,Jun 26,@,NYY,"L,7-8",40,36,7,13,1,0,3,7,4,0,9,0,0,0,1,3,0,0,.228,.295,.396,.691,6,11,L,J.Paxton (22),2019
82,Jun 28,,KCR,"W,6-2",35,33,6,9,0,0,4,6,2,0,8,0,0,0,0,0,1,0,.229,.295,.399,.694,5,9,L,D.Duffy (55),2019
83,Jun 29,,KCR,"W,7-5",36,29,7,6,0,0,3,7,7,0,11,0,0,0,0,1,0,0,.229,.296,.400,.696,4,10,R,H.Bailey (39),2019
84,Jun 30,,KCR,"L,6-7",38,34,6,8,0,1,2,6,3,0,5,0,1,0,1,1,0,0,.229,.296,.401,.697,5,10,R,B.Keller (28),2019
2019
85,Jul 1,,KCR,"W,11-4",43,39,11,18,4,0,3,11,4,0,3,0,0,0,0,2,0,0,.232,.299,.407,.705,8,9,R,G.Sparkman (9),2019
86,Jul 2,,BOS,"L,6-10",40,33,6,8,3,0,1,6,6,0,10,0,0,1,0,1,0,0,.232,.299,.407,.706,7,9,L,D.Price (59),2019
87,Jul 3,,BOS,"W,6-3",39,32,6,11,3,0,3,6,5,0,8,1,0,1,0,2,1,0,.233,.301,.410,.711,9,9,L,C.Sale (34),2019
88,Jul 4,,BOS,"L,7-8",43,38,7,11,5,0,3,7,5,0,7,0,0,0,0,0,0,0,.234,.302,.413,.715,9,10,R,H.Velazquez (34),2019
89,Jul 5,,BAL,"L,1-4",33,31,1,4,1,1,1,1,2,0,8,0,0,0,0,0,1,0,.233,.301,.412,.713,5,9,R,D.Bundy (68),2019
90,Jul 6,,BAL,"L,1-8",31,30,1,3,0,0,0,1,1,0,8,0,0,0,0,0,0,0,.231,.299,.409,.709,3,10,R,A.Cashner (71),2019
91,Jul 7,,BAL,"W,6-1",36,32,6,9,3,1,1,6,4,0,9,0,0,0,0,1,1,0,.232,.300,.411,.710,6,9,R,A.Wojciechowski (46),2019
92,Jul 12,@,NYY,"L,0-4",32,32,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,.232,.299,.408,.707,5,9,R,D.German (73),2019
93,Jul 13,@,NYY,"W,2-1",37,35,2,8,1,0,0,2,2,0,9,0,0,0,0,0,2,0,.232,.298,.407,.705,8,10,L,J.Happ (54),2019
94,Jul 14,@,NYY,"L,2-4",36,35,2,6,0,0,2,2,1,0,10,0,0,0,2,0,0,0,.231,.297,.406,.703,7,11,R,M.Tanaka (61),2019
95,Jul 15,@,BOS,"L,8-10",42,40,8,13,3,0,1,8,0,0,2,1,0,1,1,0,0,0,.232,.298,.407,.705,7,9,R,R.Porcello (42),2019
96,Jul 16,@,BOS,"W,10-4",42,38,10,14,3,2,2,9,3,0,5,1,0,0,0,2,1,0,.234,.299,.410,.710,5,9,R,A.Cashner (29),2019
97,Jul 17,@,BOS,"L,4-5",40,32,4,5,0,0,3,4,7,0,10,1,0,0,1,0,0,0,.233,.300,.411,.710,9,10,L,E.Rodriguez (60),2019
98,Jul 18,@,BOS,"L,0-5",31,28,0,2,0,0,0,0,2,0,15,1,0,0,0,1,0,0,.231,.298,.408,.706,4,9,L,C.Sale (78),2019
99,Jul 19,@,DET,"W,12-1",47,42,12,15,2,0,1,11,5,0,12,0,0,0,0,0,0,0,.233,.300,.409,.709,8,10,R,J.Zimmermann (24),2019
100,Jul 20,@,DET,"W,7-5",39,37,7,12,3,0,2,7,2,0,8,0,0,0,0,0,0,1,.234,.301,.410,.711,5,9,L,D.Norris (50),2019
101,Jul 21,@,DET,"L,3-4",36,34,3,5,2,0,1,3,2,0,6,0,0,0,1,1,0,0,.233,.300,.409,.709,3,11,L,T.Alexander (67),2019
2014
1,Mar 31,@,NYM,"W,9-7",45,38,9,9,2,0,2,9,6,0,10,0,0,1,0,0,0,0,.237,.333,.447,.781,6,17,R,D.Gee (53),2014
2,Apr 2,@,NYM,"W,5-1",40,40,5,13,4,1,2,4,0,0,7,0,0,0,0,0,0,0,.282,.329,.538,.868,8,13,R,B.Colon (46),2014
3,Apr 3,@,NYM,"W,8-2",44,37,8,13,3,0,1,7,5,0,8,0,2,0,1,2,0,0,.304,.362,.530,.893,9,14,R,Z.Wheeler (50),2014
4,Apr 4,,ATL,"L,1-2",36,31,1,8,3,0,0,1,4,0,10,0,0,1,0,0,0,2,.295,.356,.493,.849,8,15,R,D.Hale (59),2014
5,Apr 5,,ATL,"L,2-6",37,31,2,5,0,0,1,2,5,0,10,1,0,0,0,0,2,0,.271,.345,.452,.797,8,17,R,J.Teheran (65),2014
6,Apr 6,,ATL,"W,2-1",29,29,2,4,0,0,1,1,0,0,6,0,0,0,1,0,0,0,.252,.319,.422,.741,3,14,L,A.Wood (65),2014
7,Apr 8,,MIA,"W,5-0",34,31,5,8,2,0,0,4,3,0,9,0,0,0,0,0,0,0,.253,.319,.409,.729,5,14,R,H.Alvarez (51),2014
8,Apr 9,,MIA,"W,10-7",41,36,10,11,1,1,2,9,4,1,7,1,0,0,1,0,0,0,.260,.329,.429,.758,7,16,L,B.Hand (42),2014
9,Apr 10,,MIA,"W,7-1",37,33,7,10,3,0,2,7,4,0,9,0,0,0,0,1,2,0,.265,.334,.444,.779,6,16,R,T.Koehler (58),2014
10,Apr 11,@,ATL,"L,6-7",46,41,6,14,1,0,1,6,4,1,8,0,1,0,1,2,0,0,.274,.342,.444,.786,10,18,R,J.Teheran (38),2014
11,Apr 12,@,ATL,"L,3-6",41,35,3,11,3,0,1,2,5,0,14,0,1,0,0,0,0,1,.277,.347,.448,.795,11,14,L,A.Wood (56),2014
12,Apr 13,@,ATL,"L,2-10",34,31,2,6,2,0,1,2,2,0,11,0,1,0,0,0,0,0,.271,.340,.441,.781,5,13,R,A.Harang (62),2014
13,Apr 14,@,MIA,"W,9-2",45,42,9,16,6,3,2,9,1,0,8,1,1,0,0,0,0,0,.281,.346,.475,.821,9,11,L,B.Hand (24),2014
14,Apr 15,@,MIA,"L,2-11",36,31,2,5,0,0,1,1,5,0,6,0,0,0,0,1,0,0,.274,.341,.461,.802,7,17,R,T.Koehler (73),2014
15,Apr 16,@,MIA,"W,6-3",37,35,6,7,2,0,2,6,2,0,12,0,0,0,0,0,0,0,.269,.335,.459,.794,4,14,R,J.Fernandez (73),2014
16,Apr 17,,STL,"L,0-8",32,29,0,2,0,0,0,0,3,1,8,0,0,0,0,0,0,0,.258,.326,.438,.764,5,12,R,A.Wainwright (88),2014
17,Apr 18,,STL,"W,3-1",30,30,3,5,0,0,1,1,0,0,8,0,0,0,1,1,0,0,.253,.318,.429,.747,3,13,R,M.Wacha (66),2014
18,Apr 19,,STL,"L,3-4",39,35,3,8,2,0,1,3,4,0,10,0,0,0,0,1,0,0,.252,.318,.426,.744,9,14,R,L.Lynn (57),2014
19,Apr 20,,STL,"W,3-2",46,37,3,11,0,0,0,3,7,0,10,1,0,1,1,0,1,0,.255,.324,.419,.742,17,15,R,S.Miller (62),2014
20,Apr 21,,LAA,"L,2-4",37,29,2,3,0,0,1,2,7,0,11,1,0,0,0,0,0,0,.248,.322,.410,.732,8,14,R,G.Richards (68),2014
21,Apr 22,,LAA,"L,2-7",33,28,2,3,2,0,0,0,4,0,7,1,0,0,0,2,0,0,.243,.319,.401,.720,4,14,L,T.Skaggs (64),2014
22,Apr 23,,LAA,"W,5-4",40,37,5,11,1,0,1,5,3,0,4,0,0,0,1,0,1,0,.245,.321,.401,.721,10,14,R,J.Weaver (55),2014
23,Apr 24,,SDP,"L,3-4",53,50,3,16,2,0,2,3,2,1,10,0,0,1,0,0,2,0,.250,.322,.406,.727,14,17,L,E.Stults (43),2014
24,Apr 25,,SDP,"W,11-1",45,41,11,17,4,1,0,11,3,0,4,1,0,0,0,0,1,0,.258,.329,.413,.742,10,15,L,R.Erlin (11),2014
25,Apr 26,,SDP,"W,4-0",37,33,4,9,1,0,0,4,1,1,7,1,1,1,2,0,1,0,.259,.328,.409,.737,9,9,R,A.Cashner (48),2014
26,Apr 27,,SDP,"L,2-4",33,32,2,5,2,0,1,2,0,0,11,1,0,0,0,0,0,0,.255,.323,.406,.729,4,17,R,I.Kennedy (76),2014
27,Apr 29,@,HOU,"W,4-3",41,35,4,9,2,0,1,4,5,1,8,1,0,0,0,1,1,0,.255,.325,.406,.730,10,9,R,J.Cosart (58),2014
28,Apr 30,@,HOU,"W,7-0",41,38,7,13,3,1,2,5,3,0,8,0,0,0,0,1,1,0,.258,.327,.414,.742,7,10,L,B.Oberholtzer (21),2014
2014
29,May 2,@,PHI,"W,5-3",41,36,5,10,2,0,1,5,4,0,9,0,1,0,1,1,2,0,.259,.328,.414,.742,9,16,L,C.Lee (66),2014
30,May 3,@,PHI,"L,2-7",35,31,2,4,1,0,2,2,2,0,13,1,1,0,1,0,0,0,.255,.324,.413,.737,6,15,R,A.Burnett (67),2014
31,May 4,@,PHI,"L,0-1",36,31,0,5,0,0,0,0,4,0,5,0,1,0,0,0,0,0,.253,.322,.405,.728,9,14,R,R.Hernandez (70),2014
32,May 5,,LAD,"W,4-0",36,33,4,11,2,0,2,4,3,0,10,0,0,0,0,2,1,0,.255,.324,.410,.735,8,18,R,Z.Greinke (41),2014
33,May 6,,LAD,"L,3-8",40,37,3,12,0,1,0,3,3,0,11,0,0,0,1,2,0,0,.257,.326,.409,.735,10,15,L,C.Kershaw (68),2014
34,May 7,,LAD,"W,3-2",35,31,3,8,2,0,0,3,3,1,4,0,0,1,0,0,0,0,.257,.326,.407,.733,8,13,R,D.Haren (46),2014
35,May 9,@,OAK,"L,0-8",33,30,0,3,1,0,0,0,3,0,8,0,0,0,0,0,0,0,.253,.322,.400,.722,6,10,L,T.Milone (82),2014
36,May 10,@,OAK,"L,3-4",38,35,3,6,1,0,1,3,2,0,7,1,0,0,1,1,0,0,.251,.320,.397,.717,5,9,R,S.Gray (54),2014
37,May 11,@,OAK,"L,1-9",33,33,1,7,0,0,0,1,0,0,5,0,0,0,0,1,0,0,.250,.317,.392,.710,5,11,L,S.Kazmir (73),2014
38,May 12,@,ARI,"W,6-5",38,36,6,10,1,1,4,6,1,0,6,0,0,1,0,0,0,0,.251,.316,.401,.717,5,15,R,J.Collmenter (44),2014
39,May 13,@,ARI,"L,1-3",33,31,1,7,0,1,0,1,1,0,7,0,1,0,0,2,0,0,.250,.315,.398,.713,5,11,R,B.Arroyo (75),2014
40,May 14,@,ARI,"W,5-1",36,33,5,6,1,0,1,5,2,1,7,0,1,0,1,0,1,0,.249,.313,.396,.709,4,13,R,B.McCarthy (81),2014
41,May 16,,NYM,"W,5-2",37,33,5,11,1,0,0,5,3,0,5,0,0,1,1,0,1,1,.251,.315,.395,.710,8,15,L,J.Niese (30),2014
42,May 17,,NYM,"L,2-5",33,32,2,6,2,0,1,2,1,0,7,0,0,0,0,1,0,0,.249,.312,.394,.706,4,13,R,B.Colon (68),2014
43,May 18,,NYM,"W,6-3",35,31,6,8,2,0,1,6,4,0,6,0,0,0,0,1,1,0,.249,.313,.394,.708,5,13,R,Z.Wheeler (41),2014
44,May 19,,CIN,"L,3-4",61,56,3,13,5,0,0,3,3,0,9,1,0,1,0,0,0,0,.249,.312,.392,.704,13,20,R,M.Leake (61),2014
45,May 20,,CIN,"W,9-4",39,33,9,9,2,0,0,8,2,0,9,2,1,1,2,0,1,0,.249,.313,.390,.703,6,13,R,J.Cueto (34),2014
46,May 21,,CIN,"L,1-2",34,31,1,6,0,0,1,1,1,0,9,1,1,0,0,1,0,0,.248,.311,.389,.700,6,13,R,A.Simon (68),2014
47,May 22,@,PIT,"L,1-3",38,32,1,5,1,0,1,1,6,0,7,0,0,0,1,1,0,0,.246,.311,.386,.697,10,14,R,E.Volquez (64),2014
48,May 23,@,PIT,"L,3-4",41,30,3,8,1,0,0,2,6,0,5,2,1,2,0,1,1,0,.247,.313,.385,.698,11,15,R,C.Morton (55),2014
49,May 24,@,PIT,"L,2-3",37,31,2,5,0,0,1,2,3,0,8,2,1,0,0,0,2,0,.245,.312,.383,.695,8,12,R,G.Cole (58),2014
50,May 25,@,PIT,"W,5-2",41,36,5,10,1,1,0,3,4,0,8,1,0,0,0,1,2,0,.246,.313,.382,.695,9,13,L,F.Liriano (40),2014
51,May 26,,MIA,"L,2-3",34,30,2,3,1,0,1,2,1,0,8,2,1,0,1,0,1,0,.243,.311,.380,.690,5,14,R,N.Eovaldi (63),2014
52,May 28,,MIA,"L,5-8",50,43,5,15,1,0,1,4,5,0,6,1,0,1,1,0,1,0,.246,.314,.381,.695,15,19,R,H.Alvarez (59),2014
53,May 30,,TEX,"W,9-2",40,38,9,15,1,0,1,7,2,1,5,0,0,0,0,1,0,0,.249,.316,.383,.699,7,12,R,C.Lewis (32),2014
54,May 31,,TEX,"W,10-2",38,35,10,12,2,0,4,9,3,0,9,0,0,0,0,0,0,1,.251,.317,.390,.708,4,13,R,N.Tepesch (23),2014
2014
55,Jun 1,,TEX,"L,0-2",34,32,0,5,1,0,0,0,2,0,14,0,0,0,0,0,1,0,.249,.316,.387,.702,7,13,R,Y.Darvish (82),2014
56,Jun 3,,PHI,"W,7-0",38,34,7,10,3,0,2,7,3,1,7,0,1,0,1,0,0,0,.250,.316,.390,.706,7,12,R,D.Buchanan (28),2014
57,Jun 4,,PHI,"W,8-4",38,34,8,11,4,0,1,8,4,0,7,0,0,0,0,0,1,1,.251,.318,.392,.710,6,12,R,A.Burnett (19),2014
58,Jun 5,,PHI,"W,4-2",36,28,4,8,1,0,1,4,5,0,3,1,2,0,0,2,0,0,.252,.319,.393,.712,8,14,R,K.Kendrick (46),2014
59,Jun 6,@,SDP,"W,6-0",38,33,6,6,2,1,1,6,3,0,9,1,1,0,1,0,0,0,.250,.318,.393,.711,5,12,R,T.Ross (40),2014
60,Jun 7,@,SDP,"L,3-4",41,39,3,7,3,0,1,3,2,0,8,0,0,0,0,0,0,0,.249,.316,.392,.708,5,16,R,A.Cashner (72),2014
61,Jun 8,@,SDP,"W,6-0",42,38,6,13,2,0,1,6,3,0,13,0,1,0,0,1,1,0,.251,.318,.393,.711,9,9,L,E.Stults (19),2014
62,Jun 9,@,SFG,"W,9-2",43,39,9,12,6,2,0,8,4,0,7,0,0,0,0,0,0,0,.252,.319,.396,.715,7,13,R,R.Vogelsong (34),2014
63,Jun 10,@,SFG,"W,2-1",35,33,2,9,3,0,0,2,1,1,5,0,0,1,0,1,0,0,.252,.318,.396,.714,6,13,L,M.Bumgarner (57),2014
64,Jun 11,@,SFG,"W,6-2",41,32,6,6,1,0,1,6,8,0,9,0,1,0,0,0,1,0,.251,.319,.395,.713,8,13,R,M.Cain (44),2014
65,Jun 12,@,SFG,"L,1-7",35,32,1,7,0,0,0,1,2,0,8,1,0,0,0,2,0,0,.251,.318,.392,.710,7,12,R,T.Hudson (66),2014
66,Jun 13,@,STL,"L,0-1",29,29,0,2,0,0,0,0,0,0,11,0,0,0,1,1,0,0,.248,.315,.388,.703,2,11,R,L.Lynn (86),2014
67,Jun 14,@,STL,"L,1-4",34,29,1,4,1,0,0,1,5,0,8,0,0,0,0,2,1,0,.247,.315,.385,.700,6,12,R,S.Miller (65),2014
68,Jun 15,@,STL,"L,2-5",39,35,2,8,0,0,0,2,3,0,9,1,0,0,0,0,0,0,.247,.315,.383,.697,10,14,L,J.Garcia (67),2014
69,Jun 17,,HOU,"W,6-5",39,32,6,9,4,0,0,6,6,0,9,0,1,0,0,0,1,0,.247,.316,.383,.699,9,16,L,D.Keuchel (39),2014
70,Jun 18,,HOU,"W,6-5",39,31,6,11,2,0,1,6,5,1,7,0,1,2,0,0,5,0,.249,.317,.385,.702,9,16,R,S.Feldman (49),2014
71,Jun 19,,ATL,"L,0-3",31,28,0,3,2,0,0,0,2,0,8,0,1,0,0,1,0,0,.247,.316,.382,.698,4,13,R,G.Floyd (73),2014
72,Jun 20,,ATL,"L,4-6",53,47,4,10,2,1,2,4,6,0,17,0,0,0,0,2,1,0,.246,.315,.383,.699,10,19,L,M.Minor (64),2014
73,Jun 21,,ATL,"W,3-0",33,29,3,7,1,0,0,3,2,0,11,0,2,0,0,0,0,0,.246,.315,.382,.697,6,10,R,J.Teheran (59),2014
74,Jun 22,,ATL,"W,4-1",32,29,4,9,3,0,0,3,1,0,9,0,1,1,0,0,0,1,.247,.315,.382,.698,4,13,R,E.Santana (56),2014
75,Jun 23,@,MIL,"W,3-0",36,33,3,7,0,0,1,3,3,0,8,0,0,0,0,1,1,0,.247,.315,.381,.696,6,14,R,M.Garza (60),2014
76,Jun 24,@,MIL,"W,4-2",61,59,4,11,0,0,2,4,2,0,16,0,0,0,0,0,3,0,.245,.313,.379,.692,9,19,R,Y.Gallardo (63),2014
77,Jun 25,@,MIL,"L,2-9",33,29,2,2,1,0,0,2,4,0,5,0,0,0,0,0,1,1,.243,.311,.376,.687,4,10,R,M.Estrada (61),2014
78,Jun 26,@,CHC,"L,3-5",35,29,3,8,3,0,0,3,5,0,5,0,1,0,0,3,0,0,.244,.312,.376,.688,5,10,L,T.Wood (47),2014
79,Jun 27,@,CHC,"L,2-7",33,32,2,7,1,0,1,2,1,0,7,0,0,0,0,1,0,1,.243,.311,.376,.687,4,13,R,J.Hammel (60),2014
80,Jun 28 (1),@,CHC,"W,3-0",36,31,3,7,1,1,0,2,4,1,8,0,0,1,0,1,0,0,.243,.311,.375,.686,6,13,R,D.Beeler (65),2014
81,Jun 28 (2),@,CHC,"W,7-2",41,35,7,10,2,0,2,6,2,0,10,2,1,1,1,1,0,0,.244,.312,.377,.689,7,13,R,J.Samardzija (37),2014
82,Jun 30,,COL,"W,7-3",36,31,7,9,4,0,1,7,3,1,5,1,1,0,0,1,1,0,.244,.312,.379,.691,5,14,L,Y.Flande (46),2014
2014
83,Jul 1,,COL,"W,7-1",42,33,7,10,4,0,0,6,7,0,6,0,1,1,1,0,0,0,.245,.314,.379,.693,11,12,L,C.Friedrich (29),2014
84,Jul 2,,COL,"W,4-3",30,29,4,7,1,0,2,4,1,0,8,0,0,0,0,2,1,0,.245,.313,.380,.693,2,13,L,T.Matzek (54),2014
85,Jul 4,,CHC,"L,2-7",35,33,2,7,3,0,1,2,2,0,10,0,0,0,0,1,0,0,.244,.313,.380,.693,6,13,R,J.Hammel (59),2014
86,Jul 5,,CHC,"W,13-0",46,41,13,19,8,0,0,12,3,0,11,0,2,0,0,1,1,0,.248,.315,.384,.699,9,14,R,C.Villanueva (31),2014
87,Jul 6,,CHC,"W,2-1",32,28,2,7,2,0,0,2,4,1,6,0,0,0,0,2,0,0,.248,.315,.384,.699,6,14,R,J.Arrieta (62),2014
88,Jul 7,,BAL,"L,2-8",43,40,2,7,1,0,1,2,3,1,10,0,0,0,0,0,0,0,.247,.314,.382,.696,8,16,R,C.Tillman (64),2014
89,Jul 9,@,BAL,"W,6-2",37,33,6,7,2,0,3,6,3,0,5,0,0,1,0,0,1,0,.246,.314,.384,.698,4,10,R,B.Norris (31),2014
90,Jul 10,@,BAL,"L,3-4",39,36,3,10,3,0,1,3,1,1,9,2,0,0,0,1,0,0,.247,.314,.385,.699,9,11,L,W.Chen (47),2014
91,Jul 11,@,PHI,"L,2-6",36,31,2,6,2,0,1,2,4,0,7,0,1,0,0,1,1,0,.246,.314,.384,.698,7,12,R,A.Burnett (63),2014
92,Jul 12,@,PHI,"W,5-3",42,37,5,6,2,0,1,4,5,0,8,0,0,0,0,0,1,0,.245,.313,.383,.696,7,17,L,C.Hamels (59),2014
93,Jul 13,@,PHI,"W,10-3",40,37,10,12,2,0,2,10,1,0,9,1,0,1,0,1,0,0,.246,.313,.385,.699,3,13,R,K.Kendrick (44),2014
94,Jul 18,,MIL,"L,2-4",36,36,2,11,2,0,1,2,0,0,6,0,0,0,0,2,1,0,.247,.313,.386,.699,7,13,R,K.Lohse (56),2014
95,Jul 19,,MIL,"W,8-3",40,35,8,12,4,0,0,8,4,0,6,0,0,1,0,0,0,0,.248,.314,.387,.701,8,13,R,M.Garza (20),2014
96,Jul 20,,MIL,"W,5-4",39,36,5,12,2,0,1,4,3,0,12,0,0,0,0,0,0,0,.249,.315,.388,.703,8,16,R,Y.Gallardo (44),2014
97,Jul 21,@,COL,"W,7-2",45,39,7,13,2,1,1,5,5,1,7,0,1,0,1,1,1,0,.250,.316,.389,.705,11,14,L,F.Morales (39),2014
98,Jul 22,@,COL,"W,7-4",41,36,7,11,3,0,1,7,3,0,2,1,0,1,0,0,0,0,.250,.317,.390,.707,7,16,L,Y.Flande (40),2014
99,Jul 23,@,COL,"L,4-6",41,41,4,12,1,0,0,3,0,0,14,0,0,0,1,0,2,0,.251,.317,.389,.706,10,15,L,J.De La Rosa (67),2014
100,Jul 25,@,CIN,"W,4-1",43,38,4,12,2,0,0,4,4,0,9,1,0,0,0,0,1,0,.251,.317,.389,.706,12,13,R,A.Simon (34),2014
101,Jul 26,@,CIN,"L,0-1",34,27,0,4,0,0,0,0,5,0,11,1,1,0,0,0,0,1,.251,.317,.387,.704,7,11,R,J.Cueto (75),2014
